,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Time,Year,Month,Day
15165,2,0,15.53,0.4,3.14,122.0,15.83,20,2007,5,3
15166,2,0,14.62,0.56,9.93,95.0,15.31,21,2007,5,3
15167,2,0,13.8,0.9,3.14,212.0,14.96,22,2007,5,29
15197,0,0,9.96,0.86,8.0,288.0,7.91,4,2007,5,31
15215,2,0,13.87,0.64,3.22,100.0,15.83,22,2007,5,3
15216,2,0,12.85,0.72,6.15,350.0,15.83,23,2007,5,3
15217,2,0,13.38,0.83,11.53,129.0,15.01,0,2007,5,4
15218,2,0,11.73,0.77,2.95,330.0,14.96,1,2007,5,4
15219,2,0,11.64,0.78,6.34,334.0,12.04,2,2007,5,4
15220,2,0,11.37,0.76,6.31,15.0,11.69,3,2007,5,4
15221,2,0,11.18,0.74,6.12,49.0,15.83,4,2007,5,4
15222,2,0,11.21,0.67,9.43,31.0,11.21,5,2007,5,4
15227,2,0,19.94,0.44,10.48,174.0,11.21,10,2007,5,4
15229,2,0,20.17,0.52,14.25,128.0,11.4,12,2007,5,4
15230,2,0,20.09,0.56,17.32,109.0,11.21,13,2007,5,4
15231,2,0,20.09,0.57,14.25,139.0,11.21,14,2007,5,4
15232,2,0,19.2,0.59,22.6,133.0,11.45,15,2007,5,4
15233,2,0,15.37,0.85,17.13,119.0,11.21,16,2007,5,4
15234,2,0,16.25,0.72,14.57,141.0,8.19,17,2007,5,4
15235,2,0,14.37,0.89,9.18,109.0,5.55,18,2007,5,4
15236,2,0,14.01,0.83,11.17,131.0,6.17,19,2007,5,4
15237,2,0,13.98,0.84,14.1,130.0,9.8,20,2007,5,4
15238,2,0,14.12,0.81,14.65,131.0,9.84,21,2007,5,4
15239,2,0,13.91,0.76,17.08,129.0,14.81,22,2007,5,4
15240,2,0,13.4,0.83,17.11,138.0,15.87,23,2007,5,4
15243,2,0,13.31,0.81,16.99,120.0,15.87,2,2007,5,5
15244,2,0,13.43,0.82,13.17,130.0,14.88,3,2007,5,5
15245,2,0,13.31,0.84,6.33,164.0,4.12,4,2007,5,5
15260,2,0,19.77,0.62,15.07,68.0,11.13,19,2007,5,5
15261,1,0,17.12,0.82,13.85,27.0,0.74,20,2007,5,5
15262,1,0,15.84,0.87,15.99,207.0,2.51,21,2007,5,5
15265,2,0,13.32,0.93,6.25,181.0,5.35,0,2007,5,6
15269,1,0,14.95,0.93,12.59,200.0,1.29,4,2007,5,6
15270,1,0,15.0,0.93,11.41,220.0,0.98,5,2007,5,6
15271,1,0,16.06,0.93,10.21,231.0,3.16,6,2007,5,6
15279,1,0,13.94,0.83,15.52,239.0,1.9,14,2007,5,6
15280,2,0,13.36,0.95,12.51,257.0,5.02,15,2007,5,6
15281,2,0,13.94,0.9,9.32,181.0,6.34,16,2007,5,6
15283,2,0,13.11,0.95,4.12,341.0,3.88,18,2007,5,6
15284,2,0,12.83,0.96,9.45,121.0,3.43,19,2007,5,6
15285,1,0,13.36,0.93,11.01,249.0,2.91,20,2007,5,6
15286,2,0,13.34,0.91,2.01,97.0,4.8,21,2007,5,6
15287,2,0,13.36,0.93,11.0,133.0,3.65,22,2007,5,6
15288,2,0,12.83,0.93,3.59,180.0,3.65,23,2007,5,6
15289,0,0,11.59,0.82,8.95,301.0,14.96,0,2007,5,7
15290,2,0,12.35,0.93,6.04,329.0,4.99,1,2007,5,7
15293,1,0,12.78,0.9,7.95,233.0,3.04,4,2007,5,7
15294,1,0,12.78,0.96,9.66,253.0,3.01,5,2007,5,7
15295,2,0,12.98,0.96,13.72,261.0,4.38,6,2007,5,7
15296,2,0,14.04,0.89,11.51,281.0,4.2,7,2007,5,7
15311,0,0,12.4,0.85,6.5,255.0,15.83,22,2007,5,7
15312,0,0,11.29,0.88,3.65,275.0,15.83,23,2007,5,7
15325,2,0,22.26,0.54,16.63,229.0,11.45,12,2007,5,8
15326,2,0,21.22,0.56,12.51,238.0,11.27,13,2007,5,8
15335,2,0,13.36,0.78,20.53,301.0,15.65,22,2007,5,8
15336,2,0,12.78,0.86,14.07,300.0,15.73,23,2007,5,8
15338,2,0,12.27,0.86,13.85,337.0,15.87,1,2007,5,9
15339,2,0,12.22,0.84,11.08,316.0,15.87,2,2007,5,9
15348,2,0,16.25,0.58,21.16,310.0,11.27,11,2007,5,9
15360,0,0,3.34,0.87,16.66,357.0,6.49,0,2007,11,1
15363,2,0,8.29,0.84,17.89,9.0,9.68,3,2007,11,1
15382,0,0,3.41,0.85,10.88,339.0,9.98,22,2007,11,1
15387,0,0,3.3,0.77,25.6,307.0,9.98,3,2007,11,10
15402,2,0,4.94,0.72,9.66,273.0,11.08,18,2007,11,10
15403,2,0,3.89,0.82,8.84,279.0,11.27,19,2007,11,10
15404,2,0,4.42,0.79,14.76,289.0,15.87,20,2007,11,10
15405,2,0,4.02,0.85,16.62,281.0,14.22,21,2007,11,10
15406,2,0,3.33,0.85,21.01,291.0,14.96,22,2007,11,10
15407,2,0,3.84,0.82,20.9,300.0,14.96,23,2007,11,10
15412,0,0,1.13,0.78,20.51,281.0,9.98,4,2007,11,11
15419,2,0,4.93,0.61,21.54,230.0,11.27,11,2007,11,11
15420,2,0,4.5,0.62,17.23,239.0,15.15,12,2007,11,11
15421,2,0,2.75,0.77,16.99,210.0,10.9,13,2007,11,11
15424,2,0,3.88,0.71,23.34,180.0,11.04,16,2007,11,11
15425,2,0,3.91,0.76,23.31,180.0,11.13,17,2007,11,11
15426,2,0,4.92,0.72,23.57,180.0,10.95,18,2007,11,11
15427,2,0,5.04,0.76,9.9,256.0,11.13,19,2007,11,11
15428,2,0,5.64,0.77,14.6,223.0,15.83,20,2007,11,11
15429,2,0,6.81,0.74,25.21,270.0,15.01,21,2007,11,11
15430,2,0,7.24,0.71,25.44,281.0,15.87,22,2007,11,11
15432,2,0,3.6,0.77,18.64,238.0,15.15,0,2007,11,12
15453,2,0,2.29,0.86,18.69,267.0,15.01,21,2007,11,12
15476,0,1,-0.04,0.82,6.63,189.0,9.98,20,2007,11,13
15490,2,0,3.89,0.65,20.04,160.0,9.98,10,2007,11,14
15491,2,0,4.96,0.61,15.47,160.0,9.98,11,2007,11,14
15492,2,0,7.06,0.53,15.42,158.0,9.98,12,2007,11,14
15495,2,0,5.06,0.66,8.28,114.0,9.98,15,2007,11,14
15496,2,0,4.83,0.66,10.79,97.0,9.98,16,2007,11,14
15497,2,0,4.77,0.66,11.99,107.0,9.98,17,2007,11,14
15498,2,0,4.77,0.63,9.69,90.0,9.98,18,2007,11,14
15499,2,0,3.82,0.71,5.3,48.0,11.21,19,2007,11,14
15500,2,0,3.82,0.71,6.76,47.0,15.83,20,2007,11,14
15501,2,0,3.83,0.8,18.21,125.0,14.17,21,2007,11,14
15502,2,0,3.28,0.82,13.31,107.0,9.98,22,2007,11,14
15503,2,0,2.73,0.85,11.03,68.0,8.13,23,2007,11,14
15504,2,0,1.24,0.9,9.0,257.0,7.42,0,2007,11,15
15505,2,0,1.64,0.89,17.03,48.0,8.19,1,2007,11,15
15506,2,0,2.13,0.89,20.0,48.0,8.13,2,2007,11,15
15507,2,0,2.47,0.87,16.95,31.0,5.68,3,2007,11,15
15508,1,0,1.14,0.85,20.5,1.0,2.91,4,2007,11,15
15509,1,0,0.12,0.92,16.1,9.0,1.9,5,2007,11,15
15510,1,0,0.3,0.92,14.7,10.0,1.35,6,2007,11,15
15511,1,0,0.12,0.99,14.7,352.0,1.92,7,2007,11,15
15512,2,0,1.14,0.92,14.7,352.0,3.56,8,2007,11,15
15513,2,0,1.09,0.93,15.42,4.0,6.15,9,2007,11,15
15516,2,0,2.14,0.87,15.07,348.0,4.73,12,2007,11,15
15517,1,0,2.2,0.85,17.45,320.0,2.54,13,2007,11,15
15518,2,0,2.22,0.92,17.69,320.0,4.85,14,2007,11,15
15519,2,0,2.17,0.93,8.4,312.0,3.82,15,2007,11,15
15520,2,0,2.22,0.92,14.46,291.0,3.96,16,2007,11,15
15521,2,0,2.22,0.92,12.86,271.0,4.88,17,2007,11,15
15522,2,0,2.17,0.92,14.41,270.0,6.2,18,2007,11,15
15523,2,0,2.22,0.85,14.31,271.0,5.97,19,2007,11,15
15524,2,0,1.67,0.92,14.1,253.0,6.02,20,2007,11,15
15525,2,0,1.64,0.89,17.15,279.0,6.02,21,2007,11,15
15526,2,0,1.64,0.89,14.18,251.0,6.02,22,2007,11,15
15527,2,0,1.64,0.85,14.15,261.0,6.94,23,2007,11,15
15528,2,0,1.14,0.89,5.38,13.0,4.52,0,2007,11,16
15529,2,0,1.09,0.89,14.3,250.0,7.91,1,2007,11,16
15530,2,0,1.09,0.85,14.36,241.0,7.91,2,2007,11,16
15531,2,0,1.09,0.82,14.3,241.0,7.91,3,2007,11,16
15532,2,0,1.09,0.85,12.78,232.0,7.87,4,2007,11,16
15533,2,0,1.09,0.85,12.61,231.0,7.87,5,2007,11,16
15534,2,0,0.66,0.86,11.41,225.0,7.82,6,2007,11,16
15535,2,0,1.09,0.85,11.14,231.0,6.02,7,2007,11,16
15536,2,0,1.14,0.85,13.96,230.0,6.02,8,2007,11,16
15537,2,0,2.11,0.81,15.91,233.0,6.26,9,2007,11,16
15538,2,0,2.18,0.79,11.13,230.0,6.01,10,2007,11,16
15539,2,0,2.18,0.8,11.03,251.0,5.96,11,2007,11,16
15546,2,0,1.13,0.86,5.54,321.0,6.18,18,2007,11,16
15547,2,0,1.09,0.85,9.37,0.0,4.4,19,2007,11,16
15548,2,0,0.99,0.85,3.16,34.0,4.36,20,2007,11,16
15549,1,0,0.92,0.86,8.84,3.0,0.32,21,2007,11,16
15550,2,0,0.99,0.86,6.49,30.0,4.33,22,2007,11,16
15551,2,0,1.04,0.89,10.96,38.0,4.35,23,2007,11,16
15552,2,0,1.06,0.84,13.85,4.0,6.54,0,2007,11,17
15553,2,0,1.04,0.89,6.75,38.0,4.4,1,2007,11,17
15554,2,0,1.04,0.89,11.21,10.0,4.4,2,2007,11,17
15555,2,0,1.02,0.9,13.99,20.0,4.88,3,2007,11,17
15556,2,0,1.04,0.85,12.82,11.0,4.44,4,2007,11,17
15557,2,0,0.99,0.86,11.4,29.0,4.49,5,2007,11,17
15559,1,0,1.02,0.85,14.17,20.0,2.64,7,2007,11,17
15560,1,0,0.02,0.92,14.47,29.0,2.03,8,2007,11,17
15561,1,0,0.1,0.92,17.5,17.0,3.06,9,2007,11,17
15562,2,0,1.11,0.85,21.85,29.0,3.56,10,2007,11,17
15563,2,0,1.18,0.85,20.54,30.0,4.07,11,2007,11,17
15564,2,0,1.08,0.87,20.9,30.0,5.26,12,2007,11,17
15566,2,0,1.18,0.84,14.26,39.0,6.07,14,2007,11,17
15567,2,0,1.14,0.86,11.03,31.0,4.72,15,2007,11,17
15568,2,0,1.11,0.85,9.6,11.0,4.52,16,2007,11,17
15569,2,0,1.11,0.85,15.65,20.0,4.52,17,2007,11,17
15570,2,0,1.14,0.86,14.49,3.0,4.86,18,2007,11,17
15572,2,0,0.6,0.85,17.45,10.0,6.2,20,2007,11,17
15573,2,0,1.11,0.86,14.28,8.0,6.41,21,2007,11,17
15574,2,0,1.11,0.85,17.39,10.0,6.34,22,2007,11,17
15575,2,0,1.11,0.82,14.28,9.0,6.34,23,2007,11,17
15576,2,0,1.93,0.9,7.55,326.0,3.49,0,2007,11,18
15577,2,0,0.61,0.85,11.43,343.0,5.28,1,2007,11,18
15578,2,0,0.61,0.85,17.28,341.0,5.28,2,2007,11,18
15579,2,0,0.55,0.84,19.19,0.0,6.01,3,2007,11,18
15580,2,0,0.56,0.83,17.23,351.0,6.34,4,2007,11,18
15581,2,0,0.05,0.85,14.35,1.0,6.34,5,2007,11,18
15582,2,0,0.03,0.87,11.61,7.0,7.57,6,2007,11,18
15583,2,0,0.05,0.85,12.69,1.0,8.19,7,2007,11,18
15584,2,0,1.09,0.85,10.01,12.0,7.13,8,2007,11,18
15585,2,0,0.99,0.87,8.71,1.0,6.67,9,2007,11,18
15586,2,0,1.14,0.85,7.82,343.0,7.13,10,2007,11,18
15587,2,0,1.14,0.92,10.67,351.0,6.2,11,2007,11,18
15588,2,0,1.99,0.87,9.23,350.0,6.67,12,2007,11,18
15589,2,0,2.18,0.85,7.63,350.0,6.2,13,2007,11,18
15590,2,0,1.67,0.89,3.53,338.0,8.05,14,2007,11,18
15591,2,0,2.04,0.87,5.18,318.0,4.59,15,2007,11,18
15592,2,0,2.18,0.86,4.78,310.0,5.04,16,2007,11,18
15593,2,0,2.18,0.86,4.6,310.0,4.12,17,2007,11,18
15594,2,0,2.04,0.93,7.81,328.0,3.74,18,2007,11,18
15595,2,0,2.18,0.92,4.96,305.0,4.07,19,2007,11,18
15596,2,0,1.69,0.92,3.06,285.0,4.03,20,2007,11,18
15597,2,0,1.67,0.93,6.76,325.0,3.85,21,2007,11,18
15598,2,0,1.69,0.92,6.63,298.0,3.56,22,2007,11,18
15599,1,0,1.69,0.92,3.56,307.0,3.06,23,2007,11,18
15600,1,0,3.01,0.91,8.26,339.0,2.64,0,2007,11,19
15601,2,0,2.18,0.9,6.34,356.0,3.53,1,2007,11,19
15602,2,0,2.2,0.92,6.42,356.0,3.53,2,2007,11,19
15603,2,0,2.18,0.93,7.0,319.0,3.94,3,2007,11,19
15604,2,0,2.72,0.89,6.63,308.0,3.53,4,2007,11,19
15605,1,0,2.74,0.89,7.78,289.0,3.14,5,2007,11,19
15606,1,0,2.68,0.91,5.02,276.0,3.09,6,2007,11,19
15607,1,0,2.74,0.96,0.66,290.0,3.14,7,2007,11,19
15608,1,0,3.83,0.89,5.26,291.0,3.2,8,2007,11,19
15609,2,0,3.86,0.9,9.32,298.0,4.33,9,2007,11,19
15610,2,0,4.41,0.82,10.95,270.0,4.2,10,2007,11,19
15611,2,0,4.89,0.82,8.34,280.0,6.34,11,2007,11,19
15612,2,0,4.94,0.83,4.36,285.0,6.54,12,2007,11,19
15613,2,0,4.98,0.82,3.57,281.0,8.19,13,2007,11,19
15614,2,0,4.96,0.82,1.84,277.0,8.19,14,2007,11,19
15615,2,0,4.85,0.83,4.22,285.0,7.99,15,2007,11,19
15616,2,0,3.9,0.89,1.64,239.0,6.2,16,2007,11,19
15617,2,0,3.83,0.92,3.22,230.0,6.12,17,2007,11,19
15618,2,0,3.78,0.9,2.14,287.0,5.04,18,2007,11,19
15619,2,0,3.83,0.89,1.82,262.0,4.59,19,2007,11,19
15620,2,0,3.83,0.89,3.51,256.0,4.59,20,2007,11,19
15621,2,0,3.74,0.9,4.4,273.0,4.38,21,2007,11,19
15622,2,0,3.76,0.89,3.19,163.0,4.59,22,2007,11,19
15623,0,0,2.76,0.86,6.46,338.0,8.13,23,2007,11,1
15624,0,0,4.93,0.93,6.39,294.0,6.47,0,2007,11,2
15625,0,0,2.13,0.89,3.08,240.0,6.3,1,2007,11,2
15626,0,0,1.61,0.89,3.22,220.0,6.2,2,2007,11,2
15627,0,0,0.97,0.93,6.05,300.0,6.7,3,2007,11,2
15628,0,0,1.09,0.92,3.19,288.0,4.49,4,2007,11,2
15629,1,0,1.07,0.92,3.57,261.0,2.64,5,2007,11,2
15630,1,0,2.22,0.92,4.67,286.0,2.85,6,2007,11,2
15647,2,0,3.25,0.92,2.91,173.0,4.49,23,2007,11,19
15648,1,1,-0.41,0.93,5.6,64.0,1.92,0,2007,11,20
15649,1,0,3.2,0.89,1.53,120.0,1.98,1,2007,11,20
15650,1,0,2.69,0.92,3.22,100.0,1.92,2,2007,11,20
15651,1,0,2.76,0.93,11.27,110.0,2.09,3,2007,11,20
15652,1,0,2.71,0.96,0.0,0.0,1.9,4,2007,11,20
15653,1,0,2.71,0.96,3.22,190.0,1.88,5,2007,11,20
15654,1,0,2.76,0.96,4.83,111.0,1.66,6,2007,11,20
15655,1,0,2.78,0.96,7.84,170.0,0.24,7,2007,11,20
15656,1,0,2.92,0.95,7.84,140.0,0.29,8,2007,11,20
15657,1,0,2.96,0.95,8.16,146.0,0.72,9,2007,11,20
15658,1,0,3.04,0.98,8.4,150.0,1.29,10,2007,11,20
15659,1,0,2.99,0.98,5.55,166.0,2.21,11,2007,11,20
15666,1,0,1.23,0.93,11.22,136.0,1.67,18,2007,11,20
15667,1,0,0.14,1.0,7.94,133.0,0.16,19,2007,11,20
15668,1,0,0.07,0.92,6.05,149.0,0.16,20,2007,11,20
15669,1,0,0.59,0.93,3.59,126.0,2.0,21,2007,11,20
15670,1,1,0.0,0.96,5.84,151.0,2.93,22,2007,11,20
15672,1,0,0.01,0.96,9.16,170.0,2.38,0,2007,11,21
15673,1,1,-1.04,0.92,5.97,91.0,1.69,1,2007,11,21
15674,1,1,-0.03,0.9,10.88,101.0,2.93,2,2007,11,21
15676,0,1,-0.12,0.86,14.12,121.0,5.88,4,2007,11,21
15690,1,1,-0.71,0.93,7.65,201.0,0.5,18,2007,11,21
15691,1,1,-0.94,0.92,4.36,250.0,0.43,19,2007,11,21
15692,1,1,-0.99,0.96,8.97,150.0,0.34,20,2007,11,21
15693,1,1,-0.42,0.96,6.6,150.0,1.0,21,2007,11,21
15694,1,0,0.05,0.96,11.08,140.0,1.53,22,2007,11,21
15695,1,0,0.05,0.96,11.08,160.0,1.93,23,2007,11,21
15697,1,0,0.09,0.95,6.62,151.0,1.47,1,2007,11,22
15698,1,1,-0.43,0.95,3.67,192.0,1.47,2,2007,11,22
15699,1,1,-0.27,0.96,10.67,161.0,1.85,3,2007,11,22
15700,1,0,0.12,0.99,8.1,169.0,1.93,4,2007,11,22
15744,1,0,2.08,0.94,8.16,160.0,1.64,0,2007,11,24
15763,1,0,6.21,0.93,3.22,320.0,3.2,19,2007,11,24
15764,1,0,5.63,0.89,5.31,128.0,2.08,20,2007,11,24
15765,1,0,4.96,0.93,6.44,320.0,0.34,21,2007,11,24
15766,1,0,3.91,0.96,1.53,310.0,0.16,22,2007,11,24
15767,1,0,1.82,0.92,11.27,80.0,0.16,23,2007,11,24
15768,1,0,4.14,0.94,3.82,143.0,1.06,0,2007,11,25
15769,1,0,2.24,0.96,0.0,0.0,0.16,1,2007,11,25
15770,1,0,2.81,0.92,2.93,191.0,0.16,2,2007,11,25
15771,1,0,2.41,0.96,2.91,56.0,0.18,3,2007,11,25
15772,1,0,2.36,0.96,1.53,110.0,0.34,4,2007,11,25
15773,1,0,3.98,0.92,8.98,130.0,1.85,5,2007,11,25
15774,1,0,3.86,0.93,5.1,181.0,1.74,6,2007,11,25
15775,1,0,3.98,0.92,7.65,160.0,1.87,7,2007,11,25
15776,1,0,5.07,0.87,11.08,160.0,2.96,8,2007,11,25
15777,1,0,6.14,0.88,8.9,180.0,2.8,9,2007,11,25
15778,2,0,7.76,0.84,12.24,269.0,3.88,10,2007,11,25
15779,1,0,7.82,0.89,3.01,191.0,2.96,11,2007,11,25
15784,2,0,7.76,0.83,10.71,338.0,5.92,16,2007,11,25
15787,2,0,7.15,0.8,4.75,336.0,10.85,19,2007,11,25
15788,2,0,6.6,0.82,11.09,327.0,9.61,20,2007,11,25
15789,2,0,6.12,0.87,10.22,345.0,9.71,21,2007,11,25
15790,2,0,5.58,0.93,11.22,298.0,7.87,22,2007,11,25
15791,2,0,5.05,0.89,14.2,288.0,7.97,23,2007,11,25
15792,2,0,5.08,0.9,16.47,287.0,7.91,0,2007,11,26
15793,2,0,5.0,0.89,11.08,240.0,9.8,1,2007,11,26
15794,2,0,4.98,0.89,11.06,240.0,11.9,2,2007,11,26
15795,2,0,5.0,0.9,10.82,223.0,14.09,3,2007,11,26
15796,2,0,4.98,0.83,11.4,220.0,11.13,4,2007,11,26
15797,2,0,4.98,0.83,20.38,230.0,11.13,5,2007,11,26
15798,2,0,4.92,0.84,20.29,238.0,10.88,6,2007,11,26
15799,2,0,3.94,0.89,17.79,240.0,11.13,7,2007,11,26
15800,2,0,3.92,0.89,23.46,249.0,11.27,8,2007,11,26
15801,2,0,3.94,0.9,26.07,250.0,11.08,9,2007,11,26
15814,0,0,0.49,0.79,16.9,288.0,9.98,22,2007,11,26
15836,0,0,0.07,0.72,14.18,280.0,9.98,20,2007,11,27
15840,0,1,-3.24,0.86,12.62,286.0,8.26,0,2007,11,28
15841,0,1,-0.53,0.75,20.74,290.0,15.83,1,2007,11,28
15842,0,1,-0.53,0.72,20.54,290.0,15.83,2,2007,11,28
15843,0,1,-1.43,0.78,15.01,283.0,14.96,3,2007,11,28
15844,0,1,-2.13,0.81,16.12,291.0,9.98,4,2007,11,28
15845,0,1,-2.67,0.78,14.63,291.0,9.98,5,2007,11,28
15846,0,1,-2.17,0.81,14.57,289.0,9.98,6,2007,11,28
15847,0,1,-1.16,0.75,12.65,309.0,9.98,7,2007,11,28
15848,0,1,-0.03,0.69,17.66,319.0,9.98,8,2007,11,28
15849,0,0,2.04,0.65,16.36,334.0,9.98,9,2007,11,28
15850,0,0,2.24,0.61,14.09,319.0,15.83,10,2007,11,28
15856,0,1,-0.05,0.69,0.14,240.0,9.98,16,2007,11,28
15857,0,1,-1.21,0.75,7.5,171.0,9.98,17,2007,11,28
15858,0,1,-2.13,0.81,9.79,167.0,9.98,18,2007,11,28
15859,0,1,-2.34,0.82,4.7,149.0,9.9,19,2007,11,28
15860,0,1,-3.43,0.85,3.04,198.0,15.73,20,2007,11,28
15861,0,1,-3.85,0.88,3.65,168.0,13.52,21,2007,11,28
15862,0,1,-4.01,0.88,1.53,110.0,9.85,22,2007,11,28
15863,0,1,-4.49,0.88,6.04,120.0,7.97,23,2007,11,28
15865,0,1,-4.57,0.88,6.3,129.0,7.97,1,2007,11,29
15866,0,1,-5.09,0.85,6.23,138.0,7.97,2,2007,11,29
15867,0,1,-5.1,0.89,6.13,135.0,7.91,3,2007,11,29
15868,0,1,-5.09,0.85,10.58,140.0,7.04,4,2007,11,29
15869,0,1,-6.16,0.92,7.57,139.0,6.94,5,2007,11,29
15870,0,1,-5.27,0.86,7.99,120.0,7.33,6,2007,11,29
15871,0,1,-3.03,0.79,7.68,120.0,7.82,7,2007,11,29
15872,0,1,-2.11,0.76,13.86,139.0,9.8,8,2007,11,29
15873,0,1,-0.16,0.73,4.57,91.0,9.9,9,2007,11,29
15874,0,0,2.13,0.61,5.01,145.0,9.98,10,2007,11,29
15885,0,1,-1.79,0.77,10.38,76.0,14.8,21,2007,11,29
15889,1,0,5.04,0.93,3.35,302.0,1.88,1,2007,11,3
15890,1,0,4.05,0.92,6.13,319.0,0.37,2,2007,11,3
15891,1,0,4.69,0.93,3.86,325.0,0.52,3,2007,11,3
15892,1,0,2.92,1.0,3.2,331.0,0.23,4,2007,11,3
15893,1,0,2.92,1.0,3.19,271.0,0.37,5,2007,11,3
15894,1,0,3.01,0.99,0.64,332.0,1.38,6,2007,11,3
15895,1,0,5.12,1.0,0.0,0.0,2.98,7,2007,11,3
15907,1,0,6.29,0.93,8.19,183.0,1.75,19,2007,11,3
15908,1,0,5.76,0.93,6.58,184.0,1.59,20,2007,11,3
15909,1,0,6.98,0.93,6.78,189.0,2.35,21,2007,11,3
15910,1,0,7.37,0.96,6.76,212.0,2.21,22,2007,11,3
15913,2,1,-1.33,0.79,3.22,358.0,15.55,1,2007,11,30
15914,2,1,-0.72,0.73,5.86,117.0,15.55,2,2007,11,30
15915,2,1,-1.12,0.82,3.19,27.0,14.72,3,2007,11,30
15916,2,1,-1.26,0.88,1.63,330.0,10.95,4,2007,11,30
15917,2,1,-1.26,0.88,3.36,330.0,10.95,5,2007,11,30
15918,2,1,-1.12,0.89,3.4,312.0,7.79,6,2007,11,30
15919,2,1,-1.18,0.81,5.02,292.0,6.01,7,2007,11,30
15920,2,1,-1.16,0.88,4.36,218.0,6.07,8,2007,11,30
15921,2,1,-0.93,0.88,5.18,276.0,5.68,9,2007,11,30
15922,2,1,0.0,0.76,4.41,245.0,7.97,10,2007,11,30
15923,2,0,0.09,0.81,10.59,184.0,8.05,11,2007,11,30
15924,2,0,0.18,0.83,12.04,260.0,7.33,12,2007,11,30
15925,2,0,1.18,0.75,5.1,234.0,6.2,13,2007,11,30
15930,0,1,-0.98,0.89,9.8,239.0,7.33,18,2007,11,30
15931,0,1,-1.08,0.88,21.2,249.0,9.98,19,2007,11,30
15932,0,1,-1.08,0.88,16.73,249.0,9.98,20,2007,11,30
15933,0,1,-1.46,0.9,11.95,240.0,8.65,21,2007,11,30
15934,0,1,-2.63,0.88,10.87,204.0,4.3,22,2007,11,30
15935,1,0,7.4,0.93,6.47,177.0,2.21,23,2007,11,3
15938,2,0,8.46,0.93,11.19,213.0,3.28,2,2007,11,4
15939,1,0,8.99,0.93,11.77,233.0,3.01,3,2007,11,4
15940,1,0,9.52,0.89,11.38,243.0,2.82,4,2007,11,4
15941,1,0,10.05,0.93,12.82,261.0,2.82,5,2007,11,4
15942,1,0,9.98,0.93,12.57,243.0,2.82,6,2007,11,4
15944,2,0,11.18,0.86,14.59,263.0,6.34,8,2007,11,4
15945,2,0,12.09,0.82,18.85,279.0,7.45,9,2007,11,4
15946,2,0,12.24,0.8,23.72,300.0,8.97,10,2007,11,4
15947,2,0,12.22,0.8,22.3,309.0,11.27,11,2007,11,4
15948,2,0,12.19,0.81,21.43,299.0,10.19,12,2007,11,4
15957,0,0,4.82,0.88,10.59,284.0,14.59,21,2007,11,4
15996,2,0,7.71,0.69,12.59,197.0,11.03,12,2007,11,6
15997,2,0,7.71,0.69,12.54,209.0,11.21,13,2007,11,6
15998,2,0,7.22,0.73,11.06,210.0,11.13,14,2007,11,6
15999,2,0,7.08,0.75,11.32,202.0,10.88,15,2007,11,6
16000,2,0,6.06,0.86,5.12,221.0,11.04,16,2007,11,6
16001,2,0,6.06,0.77,5.09,228.0,11.13,17,2007,11,6
16002,2,0,6.06,0.81,7.91,213.0,10.42,18,2007,11,6
16003,2,0,5.07,0.82,7.97,201.0,11.13,19,2007,11,6
16004,2,0,5.51,0.83,6.52,204.0,9.9,20,2007,11,6
16005,2,0,5.51,0.83,14.41,210.0,9.9,21,2007,11,6
16008,2,0,5.22,0.79,19.61,240.0,15.01,0,2007,11,7
16009,2,0,4.44,0.85,11.22,270.0,9.98,1,2007,11,7
16010,2,0,4.42,0.82,24.99,280.0,9.98,2,2007,11,7
16024,2,0,6.06,0.66,15.21,268.0,11.13,16,2007,11,7
16025,2,0,6.08,0.7,15.18,258.0,11.13,17,2007,11,7
16026,2,0,6.16,0.7,14.14,214.0,11.08,18,2007,11,7
16028,2,0,6.11,0.66,17.26,220.0,15.87,20,2007,11,7
16029,2,0,6.18,0.69,17.18,230.0,15.01,21,2007,11,7
16030,2,0,5.64,0.73,17.36,211.0,15.87,22,2007,11,7
16031,2,0,5.62,0.76,17.08,212.0,15.87,23,2007,11,7
16033,2,0,5.05,0.83,14.44,231.0,15.87,1,2007,11,8
16034,2,0,5.05,0.86,17.21,240.0,15.87,2,2007,11,8
16035,2,0,5.58,0.87,17.5,250.0,14.1,3,2007,11,8
16036,2,0,6.09,0.8,14.47,271.0,11.21,4,2007,11,8
16065,2,0,7.87,0.76,17.18,164.0,10.03,9,2007,11,9
16066,2,0,8.79,0.72,19.88,171.0,11.13,10,2007,11,9
16067,2,0,9.79,0.73,13.86,182.0,10.95,11,2007,11,9
16068,2,0,9.98,0.72,6.79,179.0,10.72,12,2007,11,9
16069,2,0,9.79,0.78,8.18,231.0,7.82,13,2007,11,9
16070,2,0,7.71,0.89,8.32,353.0,4.03,14,2007,11,9
16071,2,0,6.41,0.87,24.15,309.0,3.49,15,2007,11,9
16072,1,0,5.14,0.92,7.89,317.0,2.82,16,2007,11,9
16073,1,0,5.16,0.92,9.71,273.0,2.82,17,2007,11,9
16074,2,0,6.06,0.88,19.43,301.0,3.67,18,2007,11,9
16077,2,0,5.52,0.76,24.89,311.0,6.84,21,2007,11,9
